c0,c1,c2,c3,c4,c5,c6,c7,c8,c9,c10,c11,c12,c13,c14,c15,c16,c17,c18,c19,c20,c21,c22,c23,c24
-9.587827902066554,-4.64097383243806,-7.238875669446873,-6.755608967274227,-7.260508153586466,-4.018110258198235,-2.4737957829997463,-8.73222001109816,2.96732294853472,1.9272177704449964,-4.777481031353701,1.4399820332575943,-10.147652851323663,1.842929473051212,7.039097370520406,-4.232222545033322,4.621522582124279,-7.88112653545927,5.715172593705637,-2.198992019185084,-5.652041689322457,2.2945322404721837,-11.305677674926056,6.456732058581208,-9.10383612925965
4.43019979564192,-7.408959993017893,6.542225523388362,-0.34026712496225486,-3.0351395808713724,-6.110084957241337,5.947366665050506,1.504693050326976,0.1596931546607152,-10.043071436397973,1.5673885227638658,0.07736303195465943,3.4832611275975314,7.924459774029843,4.4005291969942135,-1.4903522180849516,-1.3796855986591514,2.8983143724146654,-11.554418091652131,3.9950897266948076,5.556162903710338,-6.243225717360801,-6.956366581720829,-4.079176997631267,-3.332520149189971
1.687488202138235,-4.747312619476633,7.714434118870061,0.4660885802205569,-1.1472136422345303,-3.8278506153792144,6.199882273439378,-1.3390708919546037,2.2818859830157976,-10.37885647907059,1.8177327988547096,2.6985569156231803,3.8482568954178022,8.646790332882196,2.746064449714495,-1.6000700812110509,-2.5241609565124508,5.7908054075819795,-9.779573255872826,3.9762827557346507,4.3394486178877285,-5.007314724060358,-7.194471409262963,-3.6419034296483357,-4.378965082541871
0.5800846337966781,5.0548126316381605,1.156154583006339,1.7352115740842633,0.43397679929200517,3.390671917355054,-1.7753473849701922,7.299189871554809,10.483092432204684,-3.4577590493564427,4.880696341380728,-0.5865500588123758,0.08237738135795958,7.467116446473364,-7.7893738942567685,-7.155131441381161,-10.292705123553668,6.859730957004451,6.322291694105243,7.500807168033544,8.617424087038042,4.51276954919639,0.24001479818414562,6.106762938017489,-7.057555589222682
0.5492732335433176,-2.2208184427228708,10.625564694108208,-7.102454169902432,-5.502637516292105,-7.016893924352182,3.315087837184393,-5.413384139113444,-2.160279537916792,-3.655955908326963,-5.489978020790143,-6.5924732169783,1.8709435363117304,-6.764124125490863,-5.329776380406899,-3.004390125358721,5.9461106491460995,-7.085767331823713,5.839947673589336,-7.414791346009082,9.395697900621467,-2.1933463033380605,7.786570320998679,0.974318457502523,5.583822398964717
1.4889876020188937,4.372386554929051,1.7829914202877974,0.4079386375649101,-1.8062006825002777,4.175626478829161,-3.334890754166693,7.87553147218937,8.94550029272417,-0.875361671647602,5.889992987097094,2.062823993758043,-0.7629987961669134,8.971517670687277,-8.299220976004582,-6.866880038895247,-11.236980660016513,6.4973611028404346,5.6291952807835015,6.9044474703911725,10.78894455839822,5.644489098889074,1.2643497890797906,6.664761434668031,-6.683677785617536
1.5997236879708776,5.194459008879785,2.5681843682606544,-1.6435751477502878,-2.4949861308864834,3.394950353689988,-1.6042072677929566,10.375691636400767,10.199813510987683,-1.7730877428657796,4.717551207906569,0.5426016554551731,1.6020951860975983,9.639716395981022,-7.698147738942629,-7.224424811449239,-10.519544067003487,8.064548609257391,4.18270426668974,6.86432840327022,10.003137979600924,5.833279692601332,-1.7764496128617546,4.789033700125976,-9.182765805470378
0.5395217410884876,2.660822033917781,1.649195725173046,0.36239349540509236,-1.5014988048368894,4.0720662918271415,-1.0757513582532843,7.856522036983658,9.372709667051298,-2.103776848363317,4.817762113043523,0.46312307028729055,1.669642463715259,7.14117278331016,-7.713625913226409,-7.176037971510995,-10.227008039642874,6.411059119505656,4.684944676186936,8.099623448524198,8.511144557209372,5.760694274091551,-1.6293326627490345,5.661537802740398,-9.428740754111057
1.4234821660013266,3.687666204124911,2.5215575649830675,2.61249526861398,-2.3590900473719674,3.0902214005623114,-2.897472749163282,9.23402210776713,8.875343111429745,-1.5485907426424679,4.111272510936969,2.3754377821839934,1.0040196938530472,9.057590089323249,-8.428460629709669,-8.512884792156955,-7.909839748534182,5.00435070459258,5.861848678989018,8.310888637166352,9.542510723018916,5.865000499967879,-0.9131004670148282,4.3829471053187,-7.596384098526401
0.5825363668521057,4.3890399020187765,2.15468950814142,-0.63295258446068,-1.199280833987124,3.197078753847333,-1.6253069810189287,7.839635014724094,7.789763656652585,-3.8109652388087936,5.96918802399153,-0.08982479585807535,1.3493357016543444,9.351423438170825,-8.753208766347418,-11.068082060798382,-9.746285689214378,6.171352888964726,5.328440664674089,8.299973777507935,7.993836658714168,6.227127908242456,0.799891156969869,4.984640410760651,-7.162183596435598
1.0044353752006274,-1.5285430920869532,9.98911412583307,-8.179592866280514,-5.1321885635045525,-8.190809004023594,2.2469801243315706,-6.924648131130178,-0.23138728703942368,-4.440808048170137,-6.102081839427966,-8.08977457631112,4.237468216547567,-8.05404102171067,-6.643839425749127,-1.4277393646315313,3.791715146762572,-6.471234049970931,8.175002434972342,-7.3108630334480225,9.695027354651717,0.18809664141543325,7.9074889723641,2.3972292051366972,6.118950566476193
-0.18887976223686143,5.2046138144025775,2.520929961163338,-0.6385800263392869,-0.03865181942630569,4.813771437363706,-0.06947620358649953,7.6555351798292435,8.202502588510043,-1.2767178965533088,5.431323814680113,1.8003434654405162,1.569166199955506,9.488571802336933,-8.22291243886786,-7.550840837777237,-9.585132030472664,8.438267404864595,5.690047111700629,7.802232328381083,11.455517541711536,4.6354122231920245,-2.040897753427097,6.579980233887119,-8.807634887735496
-9.271707419021254,-4.91154134897879,-6.546892490727919,-4.623199177138352,-7.625407880320141,-3.7538133763858568,-1.9049531659146888,-7.604825969766243,3.885638169670595,0.8117715315640379,-5.62093094378954,0.9322842530657405,-7.913498387911648,0.9920724964387564,7.170054354162244,-2.7076271703524517,2.10308985490674,-7.046341739214651,5.689668779575931,-4.881297412188497,-6.863549344303267,1.8470865239901157,-9.739485926333392,7.66909092485375,-11.456657519462386
0.8571153310659871,-1.1032058872099368,9.139201527615846,-8.210353657120352,-5.78190540961448,-6.277121022304886,3.7814309975044313,-5.446348711134668,-0.3951013112801742,-2.7837727091104507,-5.088144194084754,-7.928002820981796,4.067294725565939,-5.457834717483925,-4.003201836706062,-1.4505081947206355,6.484329990597601,-7.723451391842785,6.482963431880993,-8.98190122784918,9.602982843926643,1.0875444409840551,9.530275312255466,1.6388300917731222,5.679203340597463
-9.518465663568465,-4.877781118690695,-7.598883557752282,-3.116780951686274,-6.604684894330614,-5.416928940065834,-1.4021674779933426,-9.23702631910707,3.1459213773562076,-0.22737683996515212,-5.663399393598987,-0.3445364542642385,-8.42044996781662,1.6227362581653615,9.07586472650797,-4.11523554124332,2.921111966072172,-7.484444941951434,4.326582133708442,-4.922507741207188,-7.493289379971157,2.988712807005457,-10.50767836381109,7.03941076726009,-10.80284023708537
1.315842273398145,-1.445795979101123,10.13506993484983,-10.12278176103223,-4.24562766765892,-6.740518492193038,2.447051215322394,-4.19376517210342,0.05229783627261153,-5.942934846896277,-6.164752766021813,-8.095273331915944,1.7410662107727206,-7.1523728426541,-6.959780574564929,-4.193525236447055,5.7870533981003955,-8.177299612335602,7.042148475396215,-7.868917950921065,9.605693326760688,0.443769914330707,10.666532628976213,2.7204178582180005,5.963731011009207
3.8808087702765786,-6.693848777345357,9.560693952216468,0.24401171171191322,-1.751903105744577,-5.16648484323961,5.7533758652350695,-0.33558028020221164,1.9290452267753495,-9.160780857878557,3.650516298365191,2.011004884168406,4.050856964297145,9.123389223884093,2.8977229454064646,-2.479410321599935,-1.3171666856879307,3.922041129620659,-7.854197103993532,2.736852074992674,2.432402368268036,-5.585327990837819,-8.076495962359736,-3.559415500872954,-1.9357627043907448
1.1730401686338507,5.273411056672437,0.33661764482078294,-0.15929310800727814,-1.3834400851505249,3.804844827491588,-1.11773174888121,6.17088676467395,8.44964193356219,-3.1258757410816624,6.22349270665634,-0.18414056478233853,0.6800841170778746,9.596680342490925,-7.243962559243672,-8.670688811305224,-9.170729378843612,4.770913112427419,5.761462078352351,8.59022101473221,10.09914854991263,6.0842321286919425,-1.1590557284139995,4.963791510137707,-7.813593887815139
1.0731057420362617,-1.0932594093649228,9.169282512396915,-8.862719410899354,-4.977613934161967,-7.372235786684288,2.665003798868393,-5.132029920354302,-1.9303259986904773,-5.550005657238517,-7.493161641101248,-8.356414461456605,3.172628781552539,-9.143345392658293,-5.609513334279947,-3.121650035370289,6.952732821038633,-7.782093906486755,7.825495578688095,-8.267740041694369,8.456605349440448,0.3093901598832497,10.64369383578227,1.735942035905991,4.180851760750909
0.8657294213140224,5.32396003916419,1.363217673648487,2.434040714183735,-1.2405603243296257,3.5267260958085735,-2.293509140893105,9.046605305324295,9.963073374555375,-1.029323393919447,5.206413202011713,0.09687127659730099,3.6648079195625876,7.451916943131673,-8.715228536720582,-7.12052264336649,-9.49790708347863,7.235350590712054,5.163685989734134,7.770298852783901,8.265839992919965,7.641301963952659,-0.8885768000699328,4.930405321732258,-6.968128400589421
3.652057403635565,-7.86068593570512,8.880749229339052,0.8913780343076696,-1.1569507950969873,-5.226864136326811,3.0723120883183497,-1.3239846529475265,3.4381543690437835,-10.563628309888838,1.3005857744793892,2.4456107603286874,2.3458111295901625,8.187911168249945,3.6208239778649776,-2.9745868414370333,-0.8868765370249452,4.39440363404475,-9.87845085425755,4.0310408955567265,3.1926688639365786,-6.430775484788974,-6.3764284290377935,-3.7189672218862047,-3.0857500908004187
2.2822576449396585,-2.3840726006333677,10.324741651143606,-6.458687781767007,-6.673627813745545,-7.367758970985562,1.8685363582931296,-4.252187207760469,-0.7051192669211106,-5.1401352474686846,-5.931709298875331,-6.790623043746548,2.9840666076439377,-6.98065862116669,-5.303127756711605,-2.46236449394548,6.170001141016178,-9.558827439500796,3.8315644252437964,-7.417291926645719,9.661937089055083,-0.03325204286936423,9.647768073685373,0.4531567106320358,6.319420261773926
