10101;NORTE 1;100;SAO PAULO;1;0000012;08;000012;AYRES DE MOURA PROFESSOR;RUA ARTUR ORLANDO;907;VILA JAGUARA;E000012A@EDUCACAO.SP.GOV.BR;36251633;1;0;0;0;0;562;0;0;0;0;0;0;0;0;0;0;16;0;0;0;0;0;0
10101;NORTE 1;100;SAO PAULO;1;0000024;08;000024;GAVIAO PEIXOTO BRIGADEIRO;"MOGEIRO ";710;VILA PERUS;E000024A@EDUCACAO.SP.GOV.BR;39156810;1;0;0;0;523;473;1073;0;0;687;0;0;0;0;0;21;18;35;0;0;18;0;0
10101;NORTE 1;100;SAO PAULO;1;0000036;08;000036;JOAO SOLIMEO;DO SABAO;1497;JARDIM MARISTELA;E000036A@EDUCACAO.SP.GOV.BR;39228491;1;0;0;26;0;1204;932;0;0;0;0;0;0;0;6;0;35;28;0;0;0;0;0
10101;NORTE 1;100;SAO PAULO;1;0000048;08;000048;WALFREDO ARANTES CALDAS PROFESSOR;DEPUTADO CANTIDIO SAMPAIO;1701;VILA SOUZA;E000048A@EDUCACAO.SP.GOV.BR;38513005;1;0;0;0;0;0;1140;0;0;0;0;0;0;0;0;0;0;34;0;0;0;0;0
10101;NORTE 1;100;SAO PAULO;1;0000059;08;000059;SEBASTIAO DE OLIVEIRA GUSMAO PROFESSOR;RUA FRANCISCO GIRON;SN;MORRO DOCE;E000059A@EDUCACAO.SP.GOV.BR;39111913;1;0;0;0;0;0;1071;0;0;0;0;0;0;0;0;0;0;33;0;0;0;0;0
10101;NORTE 1;100;SAO PAULO;1;0000061;08;000061;SUZANA DE CAMPOS DONA;"ANTONIO MAIA ";691;VILA PERUS;E000061A@EDUCACAO.SP.GOV.BR;39156049;1;0;0;11;896;0;0;0;0;0;0;0;0;0;3;30;0;0;0;0;0;0;0
10101;NORTE 1;100;SAO PAULO;1;0000073;08;000073;JULIO DE FARIA E SOUZA PROFESSOR;"POMPEU PEQUENO DE SOUZA BRASIL ";89;VILA FRANCOS;E000073A@EDUCACAO.SP.GOV.BR;38514186;1;0;0;0;476;0;0;0;0;0;0;0;0;0;0;18;0;0;0;0;0;0;0
10101;NORTE 1;100;SAO PAULO;1;0000085;08;000085;JULIO CESAR DE OLIVEIRA PROFESSOR;"ALBERTO VEIGA ";99;VILA PIRITUBA;E000085A@EDUCACAO.SP.GOV.BR;39016776;1;0;0;21;582;0;0;0;0;0;0;0;0;0;3;20;0;0;0;0;0;0;0
10101;NORTE 1;100;SAO PAULO;1;0000097;08;000097;RENATO DE ARRUDA PENTEADO PROFESSOR;"FLORIANO DA COSTA BARROSO ";10;JARDIM CAROMBE;E000097A@EDUCACAO.SP.GOV.BR;39213350;1;0;0;0;0;0;1024;0;0;549;0;0;0;0;0;0;0;32;0;0;13;0;0
10101;NORTE 1;100;SAO PAULO;1;0000103;08;000103;JOAO BOEMER JARDIM PROFESSOR;"CRISTOVAO SANTIAGO ";50;JARDIM ONDINA;E000103A@EDUCACAO.SP.GOV.BR;38513079;1;0;0;0;968;0;0;0;0;0;0;0;0;0;0;32;0;0;0;0;0;0;0
10101;NORTE 1;100;SAO PAULO;1;0000115;08;000115;FRANCISCO FARIA NETO PROFESSOR;"SILVERIO DE CASTRO SOUSA ";102;JARDIM SYDNEY;E000115A@EDUCACAO.SP.GOV.BR;39721060;1;0;0;0;864;0;0;0;0;0;0;0;0;0;0;28;0;0;0;0;0;0;0
10101;NORTE 1;100;SAO PAULO;1;0000127;08;000127;JOSE ALTENFELDER SILVA PROFESSOR;"CARLOS ALBERTO VANZOLINI ";397;VILA DOS REMEDIOS;E000127A@EDUCACAO.SP.GOV.BR;36226586;1;0;0;10;757;0;0;0;0;0;0;0;0;0;3;24;0;0;0;0;0;0;0
10101;NORTE 1;100;SAO PAULO;1;0000139;08;000139;MARIANO DE OLIVEIRA PROFESSOR;RUA ALMIRANTE ISAIAS DE NORONHA;13;VILA PEREIRA BARRETO;E000139A@EDUCACAO.SP.GOV.BR;39757083;1;0;0;0;0;277;814;0;0;195;0;0;0;0;0;0;8;23;0;0;5;0;0
10101;NORTE 1;100;SAO PAULO;1;0000140;08;000140;SILVIO XAVIER ANTUNES PROFESSOR;"JOSE DA SILVA MARTHA ";150;PIQUERI;E000140A@EDUCACAO.SP.GOV.BR;39766232;1;0;0;0;0;205;255;0;0;98;0;0;0;0;0;0;8;9;0;0;3;0;0
10101;NORTE 1;100;SAO PAULO;1;0000152;08;000152;OCTAVIO MONTEIRO DE CASTRO PROFESSOR;"ITAQUIRAI ";01;VILA MANGALOT;E000152A@EDUCACAO.SP.GOV.BR;38315833;1;0;0;6;316;0;0;0;0;0;0;0;0;0;1;11;0;0;0;0;0;0;0
10101;NORTE 1;100;SAO PAULO;1;0000164;08;000164;PIO TELLES PEIXOTO PROFESSOR;"ARTUR ORLANDO ";985;VILA JAGUARA;E000164A@EDUCACAO.SP.GOV.BR;36225997;1;0;0;7;0;261;327;0;0;148;0;0;0;0;3;0;10;10;0;0;4;0;0
10101;NORTE 1;100;SAO PAULO;1;0000176;08;000176;ZENAIDE VILALVA DE ARAUJO PROFESSORA;"BELO JARDIM ";674;JARDIM MUTINGA;E000176A@EDUCACAO.SP.GOV.BR;39040216;1;0;2;68;0;377;686;0;0;320;0;0;0;1;10;0;11;19;0;0;8;0;0
10101;NORTE 1;100;SAO PAULO;1;0000188;08;000188;ANTONIO CANDIDO CORREA GUIMARAES FILHO PROFESSOR;"MUTINGA ";5071;JARDIM SANTO ELIAS;E000188A@EDUCACAO.SP.GOV.BR;36214575;1;0;0;0;0;539;498;0;0;0;0;0;0;0;0;0;15;13;0;0;0;0;0
10101;NORTE 1;100;SAO PAULO;1;0000197;08;000197;AGENOR COUTO DE MAGALHAES DOUTOR;"GUILHERME MANKEL ";99;VILA CLARICE;E000197A@EDUCACAO.SP.GOV.BR;39013235;1;0;0;0;0;245;443;0;0;243;0;0;0;0;0;0;9;14;0;0;6;0;0
10101;NORTE 1;100;SAO PAULO;1;0000206;08;000206;ALIPIO DE BARROS PROFESSOR;AVENIDA COMENDADOR FEIZ ZARZUR;SN;JARDIM CIDADE PIRITUBA;E000206A@EDUCACAO.SP.GOV.BR;39727243;1;0;0;28;691;0;0;0;0;0;0;0;0;0;6;23;0;0;0;0;0;0;0
10101;NORTE 1;100;SAO PAULO;1;0000218;08;000218;ANTONIO FRANCISCO REDONDO PROFESSOR;"EVANDRO DANTON FERREIRA GANDRA ";148;VILA MANGALOT;E000218A@EDUCACAO.SP.GOV.BR;39045011;1;0;0;0;0;0;777;0;0;0;0;0;0;0;0;0;0;24;0;0;0;0;0
10101;NORTE 1;100;SAO PAULO;1;0000224;08;000224;CANDIDO GONCALVES GOMIDE PROFESSOR;"AVELINO ZANETTI ";50;JARDIM CIDADE PIRITUBA;E000224A@EDUCACAO.SP.GOV.BR;39716978;1;0;0;0;0;449;831;0;0;199;0;0;0;0;0;0;14;27;0;0;5;0;0
10101;NORTE 1;100;SAO PAULO;1;0000231;08;000231;CHIQUINHA RODRIGUES;"CAIAPE ";SN;VILA PENTEADO;E000231A@EDUCACAO.SP.GOV.BR;38510101;1;0;1;24;944;0;0;0;0;0;0;0;0;1;6;33;0;0;0;0;0;0;0
